bout_id,state_code,state,start_epoch,end_epoch,start_time_s,end_time_s,dur_s,ach_mean,ach_median,ach_iqr,ach_std,ach_n,ach_trend_mean,ach_trend_median,ach_trend_iqr,ach_trend_std,ach_trend_n,ach_trend_slope_per_min,event_labels_in,n_events_in
177,0,WAKE,3945,178,3944,178,-3766,-0.00560752,-0.00560752,0,0,1,-0.2336912,-0.2336912,0,0,1,NaN,,0
178,1,NREM,4323,179,4322,179,-4143,-1.195459,-1.195459,0,0,1,-0.7685018,-0.7685018,0,0,1,NaN,,0
179,0,WAKE,4335,180,4334,180,-4154,0.1676096,0.1676096,0,0,1,-0.6422648,-0.6422648,0,0,1,NaN,,0
180,1,NREM,4337,181,4336,181,-4155,-0.1537363,-0.1537363,0,0,1,-0.6157432,-0.6157432,0,0,1,NaN,,0
181,0,WAKE,4349,182,4348,182,-4166,0.5071028,0.5071028,0,0,1,-0.4477861,-0.4477861,0,0,1,NaN,,0
182,1,NREM,4350,183,4349,183,-4166,0.04730516,0.04730516,0,0,1,-0.4338299,-0.4338299,0,0,1,NaN,,0
183,0,WAKE,4363,184,4362,184,-4178,-0.7165332,-0.7165332,0,0,1,-0.2530091,-0.2530091,0,0,1,NaN,,0
184,1,NREM,4365,185,4364,185,-4179,-0.1053353,-0.1053353,0,0,1,-0.2254378,-0.2254378,0,0,1,NaN,,0
185,0,WAKE,4376,186,4375,186,-4189,-0.6455276,-0.6455276,0,0,1,-0.06361878,-0.06361878,0,0,1,NaN,,0
186,1,NREM,4377,187,4376,187,-4189,-0.3243283,-0.3243283,0,0,1,-0.04919542,-0.04919542,0,0,1,NaN,,0
187,0,WAKE,4392,188,4391,188,-4203,0.1934722,0.1934722,0,0,1,0.142333,0.142333,0,0,1,NaN,,0
188,1,NREM,4395,189,4394,189,-4205,0.5211388,0.5211388,0,0,1,0.1788416,0.1788416,0,0,1,NaN,,0
189,0,WAKE,4406,190,4405,190,-4215,-0.3066584,-0.3066584,0,0,1,0.3058751,0.3058751,0,0,1,NaN,,0
190,1,NREM,4407,191,4406,191,-4215,0.3734774,0.3734774,0,0,1,0.3170635,0.3170635,0,0,1,NaN,,0
191,0,WAKE,4415,192,4414,192,-4222,1.408931,1.408931,0,0,1,0.3871506,0.3871506,0,0,1,NaN,,0
192,1,NREM,4417,193,4416,193,-4223,1.964386,1.964386,0,0,1,0.4015802,0.4015802,0,0,1,NaN,,0
193,0,WAKE,4427,194,4426,194,-4232,0.3453976,0.3453976,0,0,1,0.472347,0.472347,0,0,1,NaN,,0
194,1,NREM,4429,195,4428,195,-4233,0.1619322,0.1619322,0,0,1,0.4862788,0.4862788,0,0,1,NaN,,0
195,0,WAKE,4439,196,4438,196,-4242,-0.186694,-0.186694,0,0,1,0.5425794,0.5425794,0,0,1,NaN,,0
196,1,NREM,4440,197,4439,197,-4242,1.087678,1.087678,0,0,1,0.5461621,0.5461621,0,0,1,NaN,,0
197,0,WAKE,4451,198,4450,198,-4252,0.720385,0.720385,0,0,1,0.566933,0.566933,0,0,1,NaN,,0
198,1,NREM,4452,199,4451,199,-4252,1.013363,1.013363,0,0,1,0.567414,0.567414,0,0,1,NaN,,0
